E1,E2,E3,E4,E5,E6,E7,E8
2.3248,8.2863,-6.6013,-0.7600,8.4015,2.1910,1.5453,9.3242
-6.8405,-3.9596,-9.8009,-6.0279,-6.8009,9.5328,10.4227,3.9091
-7.6638,-5.0471,-10.1357,-5.0790,-7.9887,10.2728,9.3435,3.3781
-7.1327,-3.7362,-8.1473,-4.8595,-7.3416,8.9809,9.4941,0.8779
-5.6212,-4.3454,-8.3009,-6.9598,-7.9310,10.0673,7.5935,4.6198
-3.0074,8.9863,3.2005,7.6268,7.5227,-9.4708,-3.6380,4.9300
-8.0172,-5.5537,-9.1620,-5.3960,-4.8817,10.6737,10.2994,2.7216
1.9177,-10.1407,6.4014,8.0820,-1.4657,6.3619,-3.8718,-7.6072
-5.7014,10.9781,2.0438,7.2177,6.8635,-11.2003,-2.1127,5.0190
-6.3137,-5.0099,-10.2692,-4.8483,-9.6265,10.7277,10.6426,2.3302
4.4494,-6.8454,7.6215,7.8004,0.3468,5.6761,-3.3181,-7.2044
-3.6106,9.4345,1.1171,7.5742,7.2468,-8.6905,-3.5906,3.8848
2.2978,-9.0041,6.0142,8.3988,-2.3579,5.9446,-3.4874,-7.3322
3.6853,-8.1682,7.3221,8.5595,-4.2342,6.0622,-2.9564,-6.1794
-6.9469,-5.4478,-9.1152,-5.3007,-7.3814,8.0444,7.9842,3.1574
-7.3593,-4.4072,-8.6681,-7.6019,-6.9092,8.5205,9.7483,4.0083
-8.6857,-3.4538,-9.5148,-5.0547,-8.7164,11.0233,9.3937,3.0214
-9.2905,-2.7152,-7.6310,-6.6479,-9.0878,7.6683,9.7600,3.4773
-6.4819,-4.5252,-9.6508,-5.6804,-8.2013,9.8839,8.6926,3.6956
-7.0813,-4.5216,-10.1655,-5.6149,-7.4530,9.1378,8.0653,3.2695
-6.8251,-6.3131,6.5354,2.4523,3.9180,5.1019,-4.5858,-2.1930
-4.0752,11.3408,2.4507,7.0877,8.2659,-9.1404,-3.4893,4.3819
-6.7709,-8.6173,7.3796,-2.4278,2.9548,5.2638,-5.8741,-1.8819
-0.0328,11.6247,-8.6273,-1.6591,8.6997,2.6190,2.2108,9.4175
-7.8016,-4.2715,-8.1920,-3.9345,-7.6782,9.6544,10.4768,2.7227
2.0016,8.4115,-7.1664,-2.4871,8.7890,4.3698,2.2974,7.8740
0.3372,9.7186,-8.8433,-0.2952,7.5898,1.4171,0.5320,9.1103
-7.4267,-4.1739,-8.0911,-4.9733,-6.5410,8.4069,10.1502,5.2553
-0.2342,-8.9985,6.4748,7.1649,-1.1540,6.5535,-3.2126,-6.2958
-8.3683,-7.2893,6.1590,-0.5132,2.7344,6.4017,-2.8273,-2.2859
3.0008,-8.4450,7.1791,9.0320,-2.0899,6.9537,-1.9605,-5.8680
-3.7683,8.9007,1.3345,6.9060,6.8637,-10.0588,-3.5731,5.0327
2.6654,-7.5786,7.8209,8.9816,-1.5722,6.8591,-3.8681,-5.9118
0.7255,8.9852,-6.7717,0.0515,7.9965,1.8514,0.0836,8.0620
1.4868,8.6874,-7.1947,-1.7235,8.2796,3.5889,-1.0050,9.7764
-3.8326,8.3701,3.3194,8.2822,7.5452,-7.8352,-3.1485,3.6510
-1.5637,8.9956,1.2843,10.3452,8.1721,-8.8502,-4.7657,5.7742
-0.6792,8.9796,-8.2399,-1.1977,7.4878,4.4783,0.3219,8.1872
1.6911,9.8985,-7.0349,-2.9036,7.6850,3.6998,-0.5823,9.6233
-6.1435,-2.9417,-9.0043,-5.1493,-6.6051,10.2273,8.3625,3.3848
-3.3524,10.6343,3.2171,8.6601,9.2341,-9.4755,-3.0373,4.9998
2.3512,-7.9408,6.6661,6.0353,-2.7770,6.5862,-2.5345,-6.9695
-7.7247,-6.3676,5.3616,-0.8964,2.4556,5.7227,-3.9272,-1.2664
-3.5480,9.8581,3.1709,7.1340,8.3049,-7.4501,-4.5220,4.0401
-6.5620,-3.2899,-9.7741,-6.2044,-10.0075,9.7614,10.6312,2.5583
-5.4943,-6.3757,7.2292,0.2286,4.0664,6.2703,-4.9993,-1.1989
1.8713,7.9963,-8.3257,-2.4249,7.8015,2.6111,2.4861,8.8672
-7.0012,-5.4653,7.5421,0.9007,1.5529,5.1826,-3.7775,-1.0803
-2.6153,7.9934,1.2854,8.3222,7.6752,-6.9537,-5.4282,5.7854
-7.3630,-5.8476,7.6332,0.0576,2.5819,4.9708,-4.4822,-2.5565
2.4113,-11.0055,6.4418,7.7879,-1.4037,6.5061,-4.5241,-7.5426
2.2794,9.2353,-7.7517,-1.1438,6.8142,4.1144,2.0694,9.8083
4.0205,-9.1126,6.8184,9.4828,-2.7070,6.5127,-3.5760,-6.0575
-4.2019,10.6614,2.2239,6.9706,8.9259,-7.8950,-1.9535,4.5684
1.7096,9.4325,-7.8466,-2.2444,8.5945,4.8890,1.6044,10.1050
-3.9674,9.8102,3.4572,8.0778,6.9318,-9.3314,-2.9536,5.8802
3.7748,-8.2929,7.5825,6.3171,-0.4643,7.9784,-2.0359,-5.4751
-5.8120,-3.3961,-9.8423,-4.6760,-7.1437,9.0826,9.8037,4.0119
3.2689,-7.8247,6.6905,7.9535,-1.2623,7.2640,-3.3020,-6.0436
-5.4852,-5.8716,6.5589,0.7351,2.0169,5.6850,-5.9024,-1.4591
-8.8330,-5.1122,-10.3793,-5.1151,-8.9716,10.8544,9.3085,3.4268
3.2426,-7.8162,7.4780,7.7996,-1.5055,8.4615,-4.0544,-6.7017
3.8079,8.1667,-5.6297,-1.3424,6.2909,3.1683,0.5650,10.1429
5.6262,-9.4120,8.1526,7.2188,-1.5586,6.1129,-3.6203,-4.8838
2.7702,-6.8858,7.4634,6.9612,-0.5337,6.3664,-2.2813,-6.0878
-3.4496,8.9910,3.0903,6.2671,8.4753,-7.1434,-2.7412,4.5458
1.1229,9.5554,-7.8647,-2.3383,7.1542,2.2954,1.7800,8.7661
-5.0899,8.2721,3.0575,6.2417,8.9128,-9.4176,-2.2623,5.5807
-7.7155,-6.6091,7.4800,0.8536,4.0894,5.8634,-5.4593,-1.8971
3.1901,-8.5080,8.2090,8.8322,1.2327,7.3866,-3.4414,-8.1933
1.3149,9.3617,-8.8141,-0.1017,6.9687,2.4823,-0.5438,10.6399
-6.6100,-7.1949,6.5897,-0.2083,2.7780,4.6736,-3.9135,-0.3334
2.5569,-8.6366,6.0851,8.2960,-2.7453,5.4679,-3.9862,-6.2796
-8.5932,-4.4660,7.0517,0.5238,2.8062,6.0799,-5.3288,-0.5050
0.9394,8.9449,-7.2977,0.7901,8.9812,3.1268,1.4866,8.6253
-6.9609,-3.6979,-9.1873,-7.2138,-6.8173,9.9700,10.1053,4.0605
-8.0894,-6.0033,-7.7889,-5.8872,-7.7061,10.3168,8.5136,2.9679
-3.0747,9.0000,4.0520,8.7004,6.4381,-10.3025,-2.8972,4.5080
-3.0315,8.0442,3.5689,8.8394,6.6646,-8.8428,-3.3259,4.9182
2.8787,-9.3702,9.1875,8.3733,-1.4548,6.6019,-2.3085,-6.0906
-8.1112,-6.9599,7.8255,-0.0052,3.5033,5.8582,-5.0897,-2.5578
-7.0445,-6.7009,6.4628,0.1126,1.1513,6.0413,-4.4668,-2.5673
1.4990,9.7450,-6.9898,0.3438,7.3918,2.2565,1.1084,9.8126
1.4139,9.4935,-5.9200,-2.0561,7.6843,3.8897,0.5668,11.0435
3.0300,-7.3645,6.9941,7.7362,-1.1319,6.4089,-2.8782,-5.7336
0.5973,8.4695,-7.9179,-0.7922,6.8131,2.8050,1.1784,7.4105
-2.2060,8.8316,2.9522,8.6674,7.1637,-9.2528,-3.3713,3.8671
-5.2260,-6.7712,6.9140,1.0000,2.0521,5.9760,-4.4505,-1.2554
-3.1052,8.0314,3.3897,7.4701,8.1750,-8.7148,-3.5905,3.3694
2.2252,-9.2547,7.3943,6.8434,-0.7065,9.1150,-2.9651,-5.4713
-7.0105,-5.0354,-9.7672,-5.8341,-8.3845,7.2852,8.8838,4.2829
-0.4967,10.2309,-6.9649,-1.3417,6.0652,3.7203,0.9866,9.8956
4.9945,-8.3727,6.9581,8.7914,-0.8140,7.7606,-3.1874,-5.0677
-7.1140,-6.1409,6.1685,-0.4308,3.8924,6.9097,-3.9792,-0.1604
-5.9703,-8.1390,6.7534,0.2503,1.6459,6.3530,-2.7915,-3.9208
-2.5414,10.3992,2.8169,9.3904,8.4798,-8.6184,-4.4354,4.7750
3.9725,-9.1378,6.6153,8.9213,-1.1820,6.9513,-3.7221,-7.4369
-5.5268,-7.4737,8.0417,0.4202,2.5811,7.7410,-4.3846,-2.2619
-6.6084,-9.8629,6.7420,0.8800,4.4752,5.7085,-3.2697,-2.1113
-4.7751,8.9228,1.8430,8.1525,8.1580,-8.5424,-4.5944,3.9138
-3.7832,8.1431,3.3401,7.9015,7.6466,-9.8679,-4.5086,3.5433
-6.9169,-6.8433,6.7101,-0.1801,2.9893,5.0634,-5.2619,-1.3347
1.4452,7.2681,-7.7252,-1.6592,7.1648,2.9925,2.1403,10.4278
-7.3500,-5.7821,-9.2743,-7.7920,-8.3073,11.3019,9.1473,4.7336
-7.3121,-8.7515,6.8192,0.1971,3.1697,8.1093,-3.7676,-2.5946
-4.1067,9.8092,4.5170,7.3276,8.7825,-7.3787,-2.6002,4.7033
-6.5968,-5.6558,6.9655,-0.9922,3.3594,6.4254,-4.3260,-1.3299
-4.1923,10.1578,3.1928,8.4409,7.3586,-8.2718,-4.4331,5.2717
2.6515,10.5164,-7.8779,-1.7492,6.5890,2.8947,1.0197,8.4500
2.5759,-8.7628,7.9085,6.8392,-2.3611,6.0508,-3.3011,-7.7487
-4.6949,-7.9590,6.1753,0.5951,2.0821,6.4607,-3.9403,-1.0445
-6.3188,-7.0593,7.7772,0.6612,2.5811,6.6599,-4.2966,-1.8375
-9.5486,-5.6193,-10.5602,-5.9163,-6.6329,9.4453,6.9712,1.9943
-6.8194,-4.2316,-8.7431,-3.4639,-7.1001,9.4149,8.2095,3.0738
4.2639,-9.8551,5.8914,8.0021,-2.6831,7.7193,-1.7755,-7.5403
2.6102,8.8727,-5.7754,-1.4566,9.7227,3.4320,2.0135,8.9954
1.8946,-10.3288,8.1514,8.8215,-2.0287,6.4555,-1.9544,-6.1137
-7.8259,-5.3497,-9.1995,-5.5296,-7.5896,9.6438,9.5287,3.7925
-8.0875,-3.8723,-9.6237,-6.8579,-8.4927,9.2607,11.7896,3.6228
-6.9495,-4.5868,-10.1466,-5.0591,-6.9656,8.4466,8.2359,3.3194
1.3413,10.4131,-7.2045,-0.1689,8.2146,2.7059,1.8622,9.4326
-3.3452,10.6103,1.8719,7.8446,7.1728,-10.2384,-1.7365,2.7396
1.2300,12.2126,-7.4633,-0.4723,5.8613,3.2757,2.2316,9.0910
2.7859,-7.6514,7.1413,9.7196,-1.5896,6.9546,-3.3357,-4.9951
-6.0315,-4.8497,-9.3429,-6.3862,-7.1840,8.7476,8.4497,3.8653
-4.7720,-7.6828,6.9741,0.6368,3.3790,6.7195,-4.9788,-0.9277
3.2126,-10.0798,8.8854,7.1141,-3.2639,6.7464,-3.3113,-6.7415
4.2617,-7.5089,7.7724,7.9381,-1.0680,7.5290,-2.8584,-4.9959
0.5433,11.6740,-6.5255,-0.1837,7.3415,2.9609,2.3629,10.3567
-7.3290,-5.3435,6.2021,0.7429,3.3388,5.7108,-3.9939,-2.7551
1.4203,-8.6178,6.9724,7.6392,-2.5907,8.0122,-4.8871,-5.7847
-6.3027,-5.6788,7.4252,0.9989,3.3531,7.8950,-6.0160,-3.6785
-6.6639,-6.9363,5.7483,-0.2566,3.3063,6.6506,-4.2001,-2.4962
-5.7517,-6.4930,6.1104,-1.6410,1.9678,6.7806,-4.6906,-4.0393
-6.7666,-2.8638,-8.8846,-5.8042,-8.5058,8.7008,8.3527,2.8729
2.7332,-8.9064,6.6458,5.8192,-0.4163,6.9497,-4.2643,-4.5364
1.4203,-7.3048,6.8919,7.2584,-2.5212,6.6651,-3.5669,-5.7012
3.1351,-7.4256,6.0845,8.6118,-2.7370,6.7642,-3.0494,-6.4819
3.7691,-9.2341,7.9878,8.6074,-0.5638,6.3411,-1.6361,-7.3754
0.7871,9.4595,-6.9604,-2.5726,8.1345,4.5239,1.7312,9.7930
-9.3220,-4.7774,-11.3545,-4.9031,-7.7320,7.5149,8.5273,2.9001
-2.0838,9.2417,4.2220,6.6003,8.2330,-8.0474,-2.5664,5.8110
-6.3820,-5.6608,-9.0146,-5.3273,-9.7331,9.8570,8.1710,4.1216
-8.6118,-5.4351,-9.2652,-5.2147,-7.4266,8.2599,10.6862,2.6716
-4.3157,10.3723,2.5335,7.0943,7.8038,-9.4050,-6.0652,3.4878
-7.9485,-3.7486,-9.8440,-6.0557,-7.8895,9.8200,9.6457,4.3718
-3.2018,9.9843,1.5940,6.3244,7.2085,-9.4708,-2.0221,4.2846
-6.6617,-7.5096,8.7863,0.0623,2.0417,6.5155,-4.4543,-1.6409
-6.8001,-5.4313,-9.2853,-4.8423,-9.5210,8.2769,6.9328,4.7807
5.3179,-8.8515,6.8055,7.7715,-0.8580,7.5229,-3.2773,-5.2224
-4.7552,-7.7465,7.2558,0.4695,2.8870,6.4115,-3.3257,-3.3665
2.6295,7.7857,-5.9490,-0.5673,7.8121,2.2567,1.1952,8.8306
-6.3337,-5.6420,6.5549,0.5934,4.0677,4.6630,-4.6577,-3.3768
-7.1062,-7.4903,6.4865,0.8451,2.5018,3.9796,-4.8562,-0.5889
5.4360,-10.5473,5.6089,7.9023,-2.7798,5.2276,-3.1951,-7.0040
1.1580,9.3426,-6.6646,-1.4329,7.4154,3.1217,2.2474,8.0840
-7.0160,-4.6817,-9.0852,-4.8479,-8.9046,9.1993,8.4462,3.0041
0.9383,8.1881,-6.7575,-1.2177,8.0746,4.2570,1.0223,9.6222
1.3069,11.1646,-6.7150,-2.0904,8.7674,2.0010,2.1157,10.2901
-3.9865,8.7274,3.1948,9.5826,7.9522,-9.4418,-4.0658,4.4213
-6.7046,-4.9190,-7.4451,-5.0724,-8.1081,9.8586,7.9924,3.7613
-7.2378,-5.0493,-8.9135,-5.0460,-6.8869,7.0325,8.8896,3.7968
-3.2926,9.8764,3.1465,9.1941,5.9832,-9.4296,-2.0145,1.9884
4.2216,-8.2946,6.0519,7.2560,-2.7916,6.8082,-2.9966,-6.8606
-5.9059,-7.4312,8.5664,-0.0584,2.9086,4.8933,-3.1265,-1.7112
-2.3153,9.8068,3.0163,6.9350,8.5137,-9.6355,-4.2736,4.5273
-6.4801,-7.5055,6.8205,0.6777,3.6429,5.2908,-4.4949,-2.5046
-8.0779,-6.2157,7.8895,0.6137,2.2850,5.5813,-3.5063,-2.1358
0.9008,8.7754,-7.0397,-2.8807,7.3277,1.9796,2.6672,8.8157
3.1452,-11.4940,6.7547,8.9877,-2.8061,5.1632,-3.1450,-4.1129
-5.2311,8.7799,4.1295,6.9207,9.1710,-9.5802,-4.8720,6.0340
-5.8680,-7.0925,7.0284,-1.4791,2.2830,7.6507,-3.8551,-1.9418
-1.2150,10.0305,2.4292,8.3432,7.1501,-8.0277,-3.2139,2.7906
3.2240,-9.0960,6.1619,7.4323,-1.5955,7.5828,-4.3413,-4.8333
-6.5780,-4.0363,-8.5248,-6.5177,-7.1006,9.5900,10.4220,3.5313
0.7469,9.5944,-8.2172,-0.7368,7.1189,3.6662,2.2570,9.5804
1.2318,9.1269,-7.0040,0.2570,6.9331,4.2728,0.8689,9.2558
-5.0878,-5.9257,6.6759,-0.3924,4.6898,4.4247,-5.2762,-2.2404
-6.9295,-4.7698,-11.8724,-5.6830,-8.6090,10.6259,7.8303,3.3547
-7.3526,-5.0674,-9.9174,-5.8769,-9.2947,9.6024,9.6777,4.4527
4.2902,-9.2464,6.4575,8.2464,-1.5577,6.7915,-3.0203,-6.0313
1.7064,-7.4345,8.3680,7.3323,-2.5373,7.0505,-3.9827,-6.3124
2.3750,9.4828,-5.1980,-1.0671,5.7580,2.2145,1.5973,9.7427
1.7267,9.8886,-9.7825,-0.9700,6.2896,3.4845,1.9652,10.1423
-6.2376,-5.4584,-9.0906,-6.9575,-8.3030,8.2986,9.8064,3.7401
-8.0004,-5.2147,-8.7805,-7.1288,-6.8106,11.0189,6.5514,4.9037
-3.5156,9.3814,1.8341,7.2892,6.5659,-7.9852,-3.9358,5.3439
3.3893,-8.6115,6.7422,8.2928,-2.5675,7.0234,-4.4405,-5.8387
2.8943,-8.6398,7.5035,6.4863,-1.8650,7.6984,-3.2203,-6.5925
1.6559,8.1230,-6.2707,-1.7323,6.2512,2.7328,1.0407,8.6995
-3.3331,9.6313,2.1125,6.3539,6.8650,-10.2697,-4.0312,3.4350
1.8350,9.7667,-6.7108,-2.0447,7.1108,3.0648,0.6671,8.7337
-7.1075,-6.3714,6.2991,0.2644,3.7693,5.8637,-4.3553,-1.6619
1.2410,10.7168,-8.4436,-1.1697,8.0100,2.8922,1.7389,10.2244
-5.6593,-6.8020,5.6254,-0.8714,3.8953,4.9628,-4.6642,-2.7472
3.9614,-9.5126,8.6092,7.1645,-3.1581,5.9133,-3.6898,-4.8755
-6.7410,-5.4893,-9.0118,-5.7459,-8.6592,10.8223,8.9299,2.3138
3.0267,-8.4331,9.4299,6.5061,-2.1644,6.9714,-3.2659,-6.5790
-7.3203,-6.6401,6.4162,-0.7145,2.5146,5.9132,-2.9217,-1.4878
-6.8887,-7.7873,4.3348,-2.1594,1.5263,6.3075,-3.5871,-3.5483
-9.7485,-5.5518,-7.8553,-7.0585,-9.8469,9.4655,10.5200,3.7000
-5.1969,9.5775,3.5075,9.4998,5.6948,-7.2280,-2.4516,2.6229
-9.0655,-6.4330,-7.8120,-7.3029,-9.6131,7.2670,7.8871,4.3566
-7.0267,-3.0659,-8.6687,-5.5317,-8.6797,9.2055,7.9332,3.2996
-6.8892,-5.7999,7.1659,0.1982,2.7814,5.5097,-3.5646,-3.5270
1.5607,8.9927,-8.2135,-1.5421,6.0493,3.5513,0.6669,8.4713
3.9106,-8.0903,7.2152,9.0486,-1.7130,6.1333,-2.5681,-4.9823
-7.2242,-7.6789,7.7605,-1.1818,4.6045,7.8054,-4.4878,-1.3293
1.5172,9.3745,-6.2223,-0.4452,6.5953,0.9496,1.1811,7.5454
-4.8440,8.7946,1.6194,7.8643,7.5203,-6.4541,-3.3139,5.3303
-7.1399,-4.7641,-8.0512,-6.8331,-6.7227,8.7669,8.4721,3.3163
1.9920,9.4787,-8.3657,-1.3607,7.6375,2.3521,1.4063,10.4737
-6.4394,-6.8464,6.3766,0.6048,2.9089,5.2302,-4.5593,-0.7575
-1.4227,8.4546,-7.6504,-4.1313,7.5339,2.2229,1.3877,8.0219
-6.1959,-6.1495,7.7783,-0.9819,2.6476,5.8389,-2.5811,-2.0002
-7.5803,-4.6202,-8.1127,-4.4027,-8.2315,8.4655,10.5614,2.1309
-8.4229,-4.9465,-9.0743,-4.5410,-9.3071,10.5266,10.9232,3.6426
2.6685,10.1034,-6.8167,-0.0330,7.3023,2.8041,-0.0699,9.2500
-8.3295,-3.2950,-8.5936,-5.4650,-6.8247,8.4813,9.1226,3.1846
-3.0369,9.6478,2.1154,7.9190,6.4179,-8.5087,-4.0487,3.1761
1.0835,11.5450,-7.0882,-2.1717,7.6561,2.5206,2.2836,8.4285
-7.3452,-3.2268,-8.9663,-5.4274,-8.1329,9.1457,7.8649,3.4275
-7.5410,-6.5690,5.8042,0.6887,2.3058,5.3998,-4.9183,-1.5086
0.4471,7.8221,-5.7220,-0.3688,7.2262,4.3428,-0.6308,8.6731
2.2917,9.3790,-8.1776,-0.0009,8.8049,1.9052,2.3432,9.6574
-2.3057,10.8749,3.3079,8.7061,6.2871,-8.3547,-5.6632,4.7168
-3.1724,10.0749,2.7618,7.8793,6.5254,-9.5995,-1.8009,2.9566
-3.1063,8.3180,2.9634,7.3383,8.2365,-9.7259,-3.1478,2.3652
2.4785,-7.2352,6.5605,8.5921,0.2029,6.7904,-0.9949,-7.3882
-6.2722,-6.7883,7.7085,0.9932,3.5579,5.7821,-4.4404,-1.5028
4.8376,-8.0335,6.7788,8.2338,-1.4942,8.0195,-2.6389,-6.2290
-6.0044,-7.0526,7.5427,0.0874,3.3364,6.7314,-5.2774,-2.3429
-3.3998,8.9329,3.2627,6.5806,6.9353,-7.6839,-3.9744,5.3287
0.4072,8.9872,-7.7403,-3.4485,8.5538,3.0377,0.7615,9.6550
4.1677,-8.6715,8.6922,7.6754,-2.3346,6.6275,-3.8410,-4.3064
-4.6510,-7.0070,7.4657,0.4645,3.9891,8.2006,-3.0234,-2.5482
-5.4039,9.4504,2.9496,6.4841,7.2320,-10.0391,-2.7682,3.2058
-5.4641,-8.6859,6.2089,-0.2650,3.2046,6.2364,-5.1020,-1.0099
-7.6926,-5.7574,-8.1943,-6.8307,-8.1628,9.1023,10.0895,4.2180
-1.1399,11.2687,3.0294,8.5911,8.0356,-7.9864,-2.1534,4.8963
-3.8213,8.9222,3.9926,6.7472,9.4566,-10.4942,-4.0600,3.1740
-3.3388,11.4781,3.4435,8.7036,5.5704,-9.2855,-4.1046,6.0169
4.5894,-8.4586,6.6115,8.2836,-1.6199,5.8223,-2.5371,-8.5702
-6.9454,-6.6414,-8.4553,-4.4700,-8.5578,9.0629,7.5994,1.7094
-8.4481,-5.5813,-10.5256,-6.5496,-9.7061,9.0389,7.7143,4.0750
-6.4957,-7.9401,5.6385,2.0395,4.5103,6.1226,-4.5153,-2.4357
-6.9879,-7.3124,5.9902,-0.8044,3.1074,6.4143,-3.3237,-3.0386
-7.6149,-6.1646,-7.9968,-6.5228,-7.3271,8.4106,9.0301,3.8840
-5.8582,-7.0898,8.9491,1.3463,2.5922,5.0699,-5.1028,-1.6174
-2.2658,8.4625,3.9283,8.3300,7.2031,-9.6532,-3.7936,3.4490
3.4625,-8.6155,6.3284,7.8813,-1.7218,4.9715,-3.3516,-5.3394
1.9826,8.9853,-7.0261,-1.4453,7.9435,3.6976,1.5365,9.9073
-6.9635,-2.9028,-9.6197,-4.5939,-8.8465,9.2223,7.3359,4.9182
0.7464,9.5465,-4.8905,-0.7012,7.2121,2.6760,0.5361,9.9288
2.3147,10.3089,-7.2313,-1.2411,7.9877,1.8181,2.0291,8.9220
3.6499,-9.8949,6.0365,6.9665,-1.5728,6.6560,-4.1614,-7.1194
2.9825,-7.8426,7.6713,7.3866,-1.3469,6.7834,-3.0946,-4.1231
-7.8565,-6.0645,-11.4494,-5.0597,-8.9111,9.7573,9.5661,3.2261
-7.0864,-5.3749,-8.3649,-5.6003,-10.3809,7.1060,9.6624,3.1540
0.7516,9.6077,-8.2597,-2.9079,5.9641,2.4785,1.0319,8.3275
-8.9582,-2.9182,-10.3724,-5.1180,-7.5166,9.8632,11.1953,2.4982
-3.5973,9.2776,3.7294,8.4941,5.5344,-9.4735,-4.4107,4.4794
3.2692,10.2002,-7.9744,-1.7240,8.8896,3.4667,0.7941,9.2978
-8.2287,-4.9504,-6.6277,-5.5748,-7.7723,7.9764,9.3545,3.9773
3.4637,-8.4905,9.0457,8.4813,-1.0144,5.9550,-4.2132,-6.3117
-0.2012,9.3900,-7.0306,-1.4857,6.0616,3.9074,1.3017,8.3005
2.4429,-8.5586,7.8115,9.5636,1.1625,6.3869,-3.4288,-7.7978
2.6042,-8.1071,8.5974,7.9126,-3.5341,7.7109,-2.3548,-6.3982
-8.0838,-3.6380,-9.4467,-4.1419,-9.5021,9.4125,8.5862,3.4211
1.2856,9.1382,-7.6056,-2.9326,8.0959,4.0236,-0.3694,10.9754
-6.0398,-8.0268,7.4308,-0.3356,3.2109,5.5976,-5.3659,-2.6342
2.4255,-7.9733,7.1572,7.5145,-1.2394,6.7007,-3.0725,-5.4491
-8.3857,-5.2209,-9.4313,-5.2401,-8.4504,9.3278,9.3870,3.8809
-7.1834,-8.8003,7.0482,-0.1802,3.5387,5.1106,-6.2121,-1.3762
-7.2361,-7.8778,6.5282,1.2596,2.9946,5.7927,-3.5731,-0.7750
1.6321,9.1010,-6.2993,-2.5802,7.1938,5.5775,-0.0435,9.1041
-2.3559,9.2681,5.2603,6.0248,7.1226,-9.0675,-4.7600,5.2193
-0.4165,9.3489,-6.1617,-0.4999,8.9405,3.2183,3.2299,10.1289
-7.9259,-3.6934,-9.5630,-4.6853,-9.4291,8.8757,10.0173,2.2303
-5.8858,-9.3558,6.1053,0.7332,4.9473,5.4248,-4.3288,-2.2838
1.5523,9.7008,-9.0713,-2.1450,8.7112,2.9449,2.3810,8.6881
0.0231,10.0568,-9.3811,-0.5908,8.7243,3.4946,-0.2329,8.9202
-6.5397,-5.9036,-9.1979,-4.0178,-7.2773,8.4038,9.1401,2.3828
-4.8716,-5.7353,7.2382,1.3023,3.7676,6.7607,-3.8295,-2.9555
-5.8382,-5.0473,-8.6639,-3.1266,-10.1787,7.7629,11.1460,3.3047
-5.5601,-4.7328,-10.4451,-3.6883,-8.8354,10.6145,7.8213,4.0477
0.7612,-9.4460,5.7227,7.0168,-0.2088,7.6059,-3.8529,-6.1943
2.1719,-9.6088,7.9206,8.6304,-0.4372,7.1855,-1.9049,-4.7847
3.8974,10.3602,-8.5818,-1.4353,7.5641,4.2562,-0.5068,10.5800
-6.9838,-4.9108,6.4862,0.3025,3.9262,5.7638,-3.8775,-3.1051
4.0606,-9.4759,7.0927,8.2643,-3.1326,6.8943,-4.3011,-4.4993
-6.5738,-4.3555,-8.6892,-6.1814,-9.2939,8.1900,8.4295,3.4605
1.9158,8.3542,-7.4497,-0.4051,8.7135,2.5155,0.7640,9.1654
3.4085,-7.9154,7.7858,8.5366,-1.0365,6.5745,-2.7622,-7.9386
-5.6807,-3.9740,-8.4457,-4.8635,-7.0154,7.9423,9.3852,2.5606
1.3689,10.0810,-7.3609,-0.0990,6.4692,3.7421,0.6025,9.8158
-3.0259,10.1309,3.6917,7.5520,7.6881,-9.9099,-4.7920,2.7963
2.1394,9.3361,-7.1343,-1.3005,6.5756,3.0275,0.7572,9.8440
-5.5757,-8.7755,6.8763,0.0418,4.9116,5.6291,-4.7224,-2.7773
-2.7708,9.9145,4.2849,7.1028,7.7047,-8.9891,-3.8196,4.2099
-1.0278,9.2091,-5.8289,-2.3200,8.6105,2.9253,0.0660,9.0410
0.4697,10.4344,-7.1215,0.1421,8.7600,2.9846,1.2794,7.6322
1.7621,9.4326,-8.1387,-0.2835,7.2867,3.3260,1.4552,6.7881
-6.7990,-5.2244,-9.0709,-5.4494,-7.5689,10.6171,10.6523,3.1280
-6.0445,-7.8222,6.2212,1.1847,4.3124,5.8477,-2.2609,-2.0228
-2.8321,9.1004,3.0934,8.4417,6.9118,-8.9886,-3.1205,4.4977
-7.4286,-7.4350,7.2008,-0.8432,2.8608,5.6942,-4.8289,-3.4410
1.8078,10.8691,-6.2736,-0.5201,8.4814,0.8633,-0.7880,9.9164
-3.8669,10.7646,1.8541,6.8272,7.1010,-11.0778,-2.5205,5.5823
-7.5547,-8.0424,7.2273,-0.1766,3.6076,7.5974,-4.9954,-1.6559
-6.6732,-6.7474,7.1493,1.3095,2.9356,6.0120,-4.0811,-2.5412
-3.6329,8.5009,4.4222,8.9267,8.4929,-9.1459,-2.7420,3.9802
-7.4020,-6.7857,5.9317,0.9458,3.0717,6.7486,-3.9482,-3.0063
-9.1587,-6.8013,7.2018,-0.9618,0.7098,4.6117,-2.4623,-2.1746
3.3301,-8.0727,7.2092,7.2950,-2.9084,6.8150,-2.9754,-4.5463
1.2729,-11.6895,7.4807,9.2741,-1.4128,5.3449,-2.6324,-6.8302
-6.4515,-5.0811,-10.2745,-4.8420,-7.4028,8.9391,9.6205,3.8894
5.6885,-10.6533,6.9245,7.6321,0.0805,7.4789,-1.9042,-5.7534
-6.5123,-7.9963,7.2596,-0.2150,3.7071,7.3493,-5.2441,-0.8192
