instance,class,num,sup,cpm,mis,misr,dir,omega
174,4,33,2,3000,8.0,0.0,ia,3000
174,4,34,2,6000,2.25,0.0,io,3000
174,4,35,2,6000,0.9,0.0,ia,3000
174,4,36,2,9000,1.1,0.0,io,3000
174,4,37,2,15000,1.75,0.0,io,3000
174,4,38,2,20000,2.5,0.0,io,3000
174,4,39,2,30000,1.2,0.0,ia,3000
174,4,40,3,3000,1.8,0.0,io,3000
174,4,41,3,3000,0.9,0.0,ia,3000
174,4,42,3,6000,1.75,0.0,io,3000
174,4,43,3,6000,0.75,0.0,ia,3000
174,4,44,3,9000,1.45,0.0,io,3000
174,4,45,3,15000,2.0,0.0,io,3000
174,4,46,3,15000,0.9,0.0,ia,3000
174,4,47,2,3000,8.0,0.0,ma,3000
84,2,0,1,0,7.0,10.0,ao,3000
84,2,1,1,0,3.5,4.0,av,3000
84,2,2,1,0,1.65,2.8,vo,3000
84,2,3,1,0,1.25,1.2,vv,3000
84,2,4,3,0,6.5,4.5,ao,3000
84,2,5,3,0,3.5,2.5,av,3000
84,2,6,3,0,3.6,2.3,vo,3000
84,2,7,3,0,2.1,1.2,vv,3000
84,2,8,4,0,5.0,5.0,ao,3000
84,2,9,4,0,7.5,4.0,aa,3000
84,2,10,4,0,2.7,1.65,vo,3000
84,2,11,4,0,1.9,1.85,va,3000
84,2,12,2,0,10.0,9.5,ao,3000
84,2,13,2,0,5.0,5.0,aa,3000
84,2,14,2,0,2.4,3.0,vo,3000
84,2,15,2,0,1.4,2.1,va,3000
84,2,16,3,6000,0.7,0.9,io,3000
84,2,17,1,6000,1.3,2.3,io,3000
84,2,18,1,6000,0.5,0.0,iv,3000
84,2,19,3,25000,0.75,0.0,iv,3000
84,2,20,3,30000,0.8,0.0,iv,3000
84,2,21,3,38000,2.4,0.0,io,3000
84,2,22,4,3000,0.5,0.15,io,3000
84,2,23,4,3000,0.2,0.3,ia,3000
84,2,24,4,6000,0.55,0.55,io,3000
84,2,25,4,34000,1.3,0.0,ia,3000
84,2,26,3,3000,0.3,0.15,io,3000
84,2,27,3,3000,0.2,0.2,iv,3000
84,2,28,4,35000,2.1,0.0,io,3000
84,2,29,1,3000,0.4,0.35,io,3000
84,2,30,1,3000,0.4,0.0,iv,3000
84,2,31,2,25000,0.45,0.8,ia,3000
84,2,32,2,23000,0.65,0.0,io,3000
84,2,33,2,6000,1.95,2.7,io,3000
84,2,34,2,6000,0.85,0.85,ia,3000
84,2,35,2,3000,0.4,0.5,io,3000
84,2,36,2,3000,0.5,0.0,ia,3000
84,2,37,1,33000,0.45,0.0,iv,3000
84,2,38,1,30000,0.2,0.0,io,3000
84,2,39,3,38000,2.4,0.0,ma,3000
79,2,0,2,0,10.0,16.0,ao,3000
79,2,1,2,0,7.0,9.5,aa,3000
79,2,2,2,0,3.75,5.2,vo,3000
79,2,3,2,0,4.0,4.5,va,3000
79,2,4,3,0,65.0,5.0,ao,3000
79,2,5,3,0,32.0,2.0,av,3000
79,2,6,3,0,36.0,1.6,vo,3000
79,2,7,3,0,22.5,0.9,vv,3000
79,2,8,4,0,23.0,3.5,ao,3000
79,2,9,4,0,13.0,2.5,aa,3000
79,2,10,4,0,16.0,0.95,vo,3000
79,2,11,4,0,8.5,1.9,va,3000
79,2,12,1,0,7.0,13.5,ao,3000
79,2,13,1,0,6.5,9.5,av,3000
79,2,14,1,0,3.1,4.2,vo,3000
79,2,15,1,0,2.3,3.1,vv,3000
79,2,16,2,26000,1.7,0.0,ia,3000
79,2,17,2,3000,0.7,0.55,io,3000
79,2,18,2,3000,0.5,0.65,ia,3000
79,2,19,1,6000,2.1,3.4,io,3000
79,2,20,1,6000,2.1,1.85,iv,3000
79,2,21,2,6000,2.5,4.4,io,3000
79,2,22,2,6000,1.6,1.75,ia,3000
79,2,23,2,24000,1.0,1.3,io,3000
79,2,24,3,3000,0.85,0.0,io,3000
79,2,25,3,3000,0.7,0.0,iv,3000
79,2,26,3,11000,20.0,0.0,io,3000
79,2,27,3,17000,17.5,0.0,iv,3000
79,2,28,3,20000,7.0,0.0,io,3000
79,2,29,3,30000,4.0,0.0,io,3000
79,2,30,3,34000,4.5,0.0,iv,3000
79,2,31,4,3000,0.6,0.3,io,3000
79,2,32,4,3000,0.4,0.0,ia,3000
79,2,33,4,11000,13.0,0.0,io,3000
79,2,34,4,11000,5.0,0.0,ia,3000
79,2,35,4,20000,3.5,0.0,ia,3000
79,2,36,4,22000,3.5,0.0,io,3000
79,2,37,1,17000,0.6,0.0,io,3000
79,2,38,1,24000,0.4,0.0,io,3000
79,2,39,1,25000,0.55,0.0,iv,3000
79,2,40,1,3000,0.45,0.6,io,3000
79,2,41,1,3000,0.35,0.6,iv,3000
79,2,42,3,11000,20.0,0.0,ma,3000
142,2,0,1,0,3.5,0.0,ao,1500
142,2,1,1,0,4.5,0.0,av,1500
142,2,2,1,0,1.6,0.0,vo,1500
142,2,3,1,0,0.7,0.0,vv,1500
142,2,4,2,0,13.5,0.0,ao,1500
142,2,5,2,0,13.0,0.0,av,1500
142,2,6,2,0,5.5,0.0,aa,1500
142,2,7,2,0,1.8,0.0,vo,1500
142,2,8,2,0,1.6,0.0,vv,1500
142,2,9,2,0,1.2,0.0,va,1500
142,2,10,3,0,19.0,0.0,ao,1500
142,2,11,3,0,22.5,0.0,av,1500
142,2,12,3,0,7.5,0.0,aa,1500
142,2,13,3,0,4.5,0.0,vo,1500
142,2,14,3,0,6.5,0.0,vv,1500
142,2,15,3,0,3.5,0.0,va,1500
142,2,16,4,0,5.5,0.0,ao,1500
142,2,17,4,0,11.0,0.0,av,1500
142,2,18,4,0,6.5,0.0,aa,1500
142,2,19,4,0,1.4,0.0,vo,1500
142,2,20,4,0,4.0,0.0,vv,1500
142,2,21,4,0,0.8,0.0,va,1500
142,2,22,1,15000,0.75,0.0,io,1500
142,2,23,4,27000,1.4,0.0,iv,1500
142,2,24,4,30000,0.8,0.0,io,1500
142,2,25,2,1500,1.0,0.0,io,1500
142,2,26,2,1500,1.0,0.0,iv,1500
142,2,27,2,1500,0.4,0.0,ia,1500
142,2,28,2,7500,0.4,0.0,ia,1500
142,2,29,2,15000,0.7,0.0,io,1500
142,2,30,1,10500,0.6,0.0,io,1500
142,2,31,2,27000,0.35,0.0,ia,1500
142,2,32,4,35000,3.5,0.0,iv,1500
142,2,33,2,30000,0.45,0.0,iv,1500
142,2,34,3,1500,1.2,0.0,io,1500
142,2,35,3,1500,1.5,0.0,iv,1500
142,2,36,3,1500,0.5,0.0,ia,1500
142,2,37,3,24000,2.75,0.0,iv,1500
142,2,38,3,27000,1.9,0.0,io,1500
142,2,39,3,27000,0.8,0.0,ia,1500
142,2,40,3,35000,4.25,0.0,iv,1500
142,2,41,3,35000,2.55,0.0,ia,1500
142,2,42,3,34000,2.55,0.0,io,1500
142,2,43,3,40000,1.75,0.0,iv,1500
142,2,44,4,1500,0.4,0.0,io,1500
142,2,45,4,1500,0.6,0.0,iv,1500
142,2,46,4,3000,0.8,0.0,io,1500
142,2,47,3,35000,4.25,0.0,ma,1500
189,5,0,2,0,70.0,0.0,ao,1500
189,5,1,2,0,15.0,0.0,av,1500
189,5,2,2,0,4.5,0.0,aa,1500
189,5,3,2,0,5.6,0.0,vo,1500
189,5,4,2,0,1.3,0.0,vv,1500
189,5,5,2,0,0.8,0.0,va,1500
189,5,6,3,0,120.0,0.0,ao,1500
189,5,7,3,0,50.0,0.0,av,1500
189,5,8,3,0,8.2,0.0,vo,1500
189,5,9,3,0,4.5,0.0,vv,1500
189,5,10,1,0,60.0,0.0,ao,1500
189,5,11,1,0,9.5,0.0,av,1500
189,5,12,1,0,5.2,0.0,vo,1500
189,5,13,1,0,1.3,0.0,vv,1500
189,5,14,4,0,35.0,0.0,ao,1500
189,5,15,4,0,24.0,0.0,aa,1500
189,5,16,4,0,3.1,0.0,vo,1500
189,5,17,4,0,2.4,0.0,va,1500
189,5,18,1,3000,0.6,0.0,io,1500
189,5,19,2,1500,5.0,0.0,io,1500
189,5,20,2,9000,0.75,0.0,io,1500
189,5,21,3,1500,8.0,0.0,io,1500
189,5,22,3,1500,3.8,0.0,iv,1500
189,5,23,1,1500,4.5,0.0,io,1500
189,5,24,3,3000,2.6,0.0,io,1500
189,5,25,4,18000,0.5,0.0,io,1500
189,5,26,4,18000,0.6,0.0,ia,1500
189,5,27,3,9000,1.4,0.0,io,1500
189,5,28,3,9000,0.9,0.0,iv,1500
189,5,29,4,1500,2.0,0.0,io,1500
189,5,30,4,1500,1.6,0.0,ia,1500
189,5,31,4,3000,0.6,0.0,io,1500
189,5,32,4,9000,0.9,0.0,io,1500
189,5,33,3,1500,8.0,0.0,ma,1500
46,1,0,1,0,9.0,0.0,ao,3000
46,1,1,1,0,12.0,0.0,av,3000
46,1,2,1,0,3.5,0.0,vo,3000
46,1,3,1,0,4.0,0.0,vv,3000
46,1,4,2,0,16.0,0.0,ao,3000
46,1,5,2,0,15.0,0.0,av,3000
46,1,6,2,0,16.0,0.0,aa,3000
46,1,7,2,0,6.75,0.0,vo,3000
46,1,8,2,0,5.0,0.0,vv,3000
46,1,9,2,0,6.0,0.0,va,3000
46,1,10,4,0,40.0,0.0,ao,3000
46,1,11,4,0,35.0,0.0,av,3000
46,1,12,4,0,7.5,0.0,vo,3000
46,1,13,4,0,6.5,0.0,vv,3000
46,1,14,3,0,65.0,0.0,ao,3000
46,1,15,3,0,75.0,0.0,av,3000
46,1,16,3,0,22.5,0.0,aa,3000
46,1,17,3,0,17.0,0.0,vo,3000
46,1,18,3,0,12.0,0.0,vv,3000
46,1,19,3,0,3.75,0.0,va,3000
46,1,20,1,6000,2.25,0.0,io,3000
46,1,21,1,6000,3.25,0.0,iv,3000
46,1,22,3,15000,2.5,0.0,io,3000
46,1,23,4,3000,6.5,0.0,io,3000
46,1,24,4,3000,5.5,0.0,iv,3000
46,1,25,4,6000,1.4,0.0,io,3000
46,1,26,4,6000,0.7,0.0,iv,3000
46,1,27,1,9000,1.8,0.0,io,3000
46,1,28,1,9000,1.8,0.0,iv,3000
46,1,29,1,12000,0.9,0.0,io,3000
46,1,30,1,15000,0.8,0.0,io,3000
46,1,31,2,3000,0.65,0.0,io,3000
46,1,32,2,3000,1.0,0.0,iv,3000
46,1,33,2,3000,0.6,0.0,ia,3000
46,1,34,2,6000,2.0,0.0,io,3000
46,1,35,2,6000,3.75,0.0,iv,3000
46,1,36,2,6000,3.5,0.0,ia,3000
46,1,37,2,9000,3.25,0.0,io,3000
46,1,38,2,9000,2.5,0.0,iv,3000
46,1,39,2,9000,3.0,0.0,ia,3000
46,1,40,2,12000,1.5,0.0,io,3000
46,1,41,2,12000,0.9,0.0,iv,3000
46,1,42,2,12000,1.3,0.0,ia,3000
46,1,43,1,3000,0.5,0.0,io,3000
46,1,44,1,3000,0.8,0.0,iv,3000
46,1,45,2,15000,1.5,0.0,io,3000
46,1,46,4,9000,0.9,0.0,io,3000
46,1,47,2,18000,1.9,0.0,io,3000
46,1,48,2,18000,1.25,0.0,ia,3000
46,1,49,3,3000,10.5,0.0,io,3000
46,1,50,3,3000,11.0,0.0,iv,3000
46,1,51,3,3000,3.5,0.0,ia,3000
46,1,52,3,6000,1.5,0.0,iv,3000
46,1,53,3,6000,0.8,0.0,ia,3000
46,1,54,3,9000,5.0,0.0,io,3000
46,1,55,3,12000,5.5,0.0,io,3000
46,1,56,3,3000,11.0,0.0,ma,3000
145,2,0,3,0,11.0,6.5,ao,1500
145,2,1,3,0,8.5,4.5,av,1500
145,2,2,3,0,3.75,1.5,vo,1500
145,2,3,3,0,4.25,1.75,vv,1500
145,2,4,4,0,5.5,4.5,ao,1500
145,2,5,4,0,4.5,3.5,av,1500
145,2,6,4,0,3.5,2.5,aa,1500
145,2,7,4,0,2.0,0.7,vo,1500
145,2,8,4,0,3.75,1.2,vv,1500
145,2,9,4,0,1.9,0.8,va,1500
145,2,10,2,0,7.0,5.5,ao,1500
145,2,11,2,0,4.5,4.5,av,1500
145,2,12,2,0,2.5,2.5,aa,1500
145,2,13,2,0,1.8,1.85,vo,1500
145,2,14,2,0,1.1,1.1,vv,1500
145,2,15,2,0,0.8,0.6,va,1500
145,2,16,1,0,5.0,3.5,ao,1500
145,2,17,1,0,2.5,2.5,av,1500
145,2,18,1,0,1.85,1.35,vo,1500
145,2,19,1,0,0.65,0.6,vv,1500
145,2,20,1,9000,0.7,0.0,io,1500
145,2,21,4,12000,0.8,0.0,io,1500
145,2,22,4,18000,0.9,0.0,iv,1500
145,2,23,4,21000,0.9,0.0,ia,1500
145,2,24,2,1500,0.2,0.6,io,1500
145,2,25,2,1500,0.2,0.75,iv,1500
145,2,26,2,3000,0.4,1.0,io,1500
145,2,27,2,6000,1.3,0.0,io,1500
145,2,28,2,6000,0.45,0.0,iv,1500
145,2,29,3,1500,0.6,0.8,io,1500
145,2,30,3,1500,0.3,0.8,iv,1500
145,2,31,3,7500,1.0,0.0,io,1500
145,2,32,3,9000,0.9,0.0,io,1500
145,2,33,3,12000,0.9,0.0,io,1500
145,2,34,3,18000,0.9,0.0,io,1500
145,2,35,3,18000,1.5,0.4,iv,1500
145,2,36,3,24000,2.45,0.0,iv,1500
145,2,37,3,34000,1.0,0.0,io,1500
145,2,38,4,1500,0.2,0.0,io,1500
145,2,39,4,1500,0.3,0.0,ia,1500
145,2,40,1,6000,1.4,0.0,io,1500
145,2,41,4,7500,0.9,0.0,io,1500
145,2,42,4,35000,0.8,0.0,io,1500
145,2,43,4,35000,2.6,0.0,iv,1500
145,2,44,4,9000,0.8,0.0,ia,1500
145,2,45,4,35000,2.6,0.0,ma,1500
41,1,0,2,0,23.5,9.0,ao,3000
41,1,1,2,0,22.0,4.5,av,3000
41,1,2,2,0,32.0,7.5,aa,3000
41,1,3,2,0,5.0,2.1,vo,3000
41,1,4,2,0,3.8,1.1,vv,3000
41,1,5,2,0,6.4,2.0,va,3000
41,1,6,3,0,46.0,23.0,ao,3000
41,1,7,3,0,9.0,5.0,aa,3000
41,1,8,3,0,12.0,6.75,vo,3000
41,1,9,3,0,2.6,1.7,va,3000
41,1,10,1,0,15.0,11.0,ao,3000
41,1,11,1,0,4.75,2.3,vo,3000
41,1,12,4,0,30.0,14.0,ao,3000
41,1,13,4,0,4.6,2.6,vo,3000
41,1,14,1,6000,3.5,2.2,io,3000
41,1,15,1,3000,1.25,0.3,io,3000
41,1,16,1,35000,0.3,0.0,io,3000
41,1,17,4,30000,0.5,0.0,io,3000
41,1,18,2,3000,4.0,0.3,io,3000
41,1,19,2,3000,3.2,0.4,iv,3000
41,1,20,2,3000,5.4,0.5,ia,3000
41,1,21,2,6000,2.0,1.9,io,3000
41,1,22,2,6000,3.3,1.4,ia,3000
41,1,23,2,9000,1.6,0.0,io,3000
41,1,24,2,9000,1.5,0.0,ia,3000
41,1,25,2,30000,0.2,0.0,io,3000
41,1,26,3,3000,7.2,2.6,io,3000
41,1,27,3,3000,0.5,0.0,ia,3000
41,1,28,3,6000,1.4,1.2,io,3000
41,1,29,3,6000,1.65,1.2,ia,3000
41,1,30,3,12000,3.0,0.0,io,3000
41,1,31,3,15000,4.0,1.95,io,3000
41,1,32,4,3000,4.2,1.6,io,3000
41,1,33,4,6000,1.25,1.4,io,3000
41,1,34,3,3000,7.2,0.0,ma,3000
101,2,0,2,0,3.5,4.5,ao,1500
101,2,1,2,0,3.5,3.0,av,1500
101,2,2,2,0,2.5,2.5,aa,1500
101,2,3,2,0,0.8,1.2,vo,1500
101,2,4,2,0,0.7,0.7,vv,1500
101,2,5,2,0,0.5,0.6,va,1500
101,2,6,3,0,2.5,5.0,ao,1500
101,2,7,3,0,3.5,5.5,av,1500
101,2,8,3,0,1.9,0.9,vo,1500
101,2,9,3,0,3.75,1.0,vv,1500
101,2,10,1,0,2.5,3.5,ao,1500
101,2,11,1,0,2.5,3.0,av,1500
101,2,12,1,0,0.7,0.7,vo,1500
101,2,13,1,0,0.6,0.9,vv,1500
101,2,14,4,0,3.0,2.5,ao,1500
101,2,15,4,0,7.5,5.0,av,1500
101,2,16,4,0,3.0,2.5,aa,1500
101,2,17,4,0,2.2,0.7,vo,1500
101,2,18,4,0,7.0,1.1,vv,1500
101,2,19,4,0,2.5,0.6,va,1500
101,2,20,3,27000,2.0,0.0,iv,1500
101,2,21,3,32000,1.05,0.0,io,1500
101,2,22,3,32000,2.75,0.0,iv,1500
101,2,23,3,38000,1.1,0.0,iv,1500
101,2,24,3,20000,0.45,0.0,io,1500
101,2,25,4,20000,1.4,0.0,io,1500
101,2,26,4,20000,2.5,0.0,iv,1500
101,2,27,4,40000,1.25,0.0,iv,1500
101,2,28,4,27000,2.5,0.0,iv,1500
101,2,29,4,27000,0.5,0.0,ia,1500
101,2,30,4,30000,1.2,0.0,io,1500
101,2,31,4,30000,2.5,0.0,ia,1500
101,2,32,4,36000,2.5,0.0,iv,1500
101,2,33,3,32000,2.75,0.0,ma,1500
139,2,0,1,0,5.0,4.5,ao,1500
139,2,1,1,0,6.0,4.5,av,1500
139,2,2,1,0,2.1,1.5,vo,1500
139,2,3,1,0,2.4,1.75,vv,1500
139,2,4,2,0,9.0,7.0,ao,1500
139,2,5,2,0,12.0,9.0,av,1500
139,2,6,2,0,8.5,5.0,aa,1500
139,2,7,2,0,2.7,1.8,vo,1500
139,2,8,2,0,2.8,1.4,vv,1500
139,2,9,2,0,3.0,2.4,va,1500
139,2,10,3,0,11.5,9.0,ao,1500
139,2,11,3,0,12.0,11.0,av,1500
139,2,12,3,0,6.0,1.9,vo,1500
139,2,13,3,0,6.2,1.6,vv,1500
139,2,14,4,0,3.5,5.5,ao,1500
139,2,15,4,0,5.5,8.0,av,1500
139,2,16,4,0,3.5,4.5,aa,1500
139,2,17,4,0,2.1,1.3,vo,1500
139,2,18,4,0,4.2,2.2,vv,1500
139,2,19,4,0,1.1,0.7,va,1500
139,2,20,1,6000,1.3,0.0,iv,1500
139,2,21,2,19000,0.3,0.0,io,1500
139,2,22,2,30000,1.4,0.0,iv,1500
139,2,23,2,30000,0.85,0.0,ia,1500
139,2,24,2,31000,0.45,0.0,io,1500
139,2,25,3,1500,0.7,0.6,io,1500
139,2,26,3,1500,0.8,0.8,iv,1500
139,2,27,3,18000,2.7,0.0,iv,1500
139,2,28,3,30000,3.25,0.9,io,1500
139,2,29,3,30000,4.5,0.85,iv,1500
139,2,30,3,36000,2.75,0.0,io,1500
139,2,31,3,36000,1.6,0.0,iv,1500
139,2,32,4,1500,0.2,0.0,ia,1500
139,2,33,4,3000,0.5,0.0,iv,1500
139,2,34,4,3000,0.3,0.0,ia,1500
139,2,35,4,15000,0.5,0.0,io,1500
139,2,36,4,15000,1.4,0.0,iv,1500
139,2,37,4,20000,0.6,0.0,iv,1500
139,2,38,4,30000,1.35,0.55,io,1500
139,2,39,4,30000,2.25,1.0,iv,1500
139,2,40,4,30000,0.5,0.0,ia,1500
139,2,41,1,6300,0.9,0.0,io,1500
139,2,42,1,1500,0.3,0.0,iv,1500
139,2,43,1,9000,0.55,0.4,iv,1500
139,2,44,4,40000,0.95,0.0,iv,1500
139,2,45,1,13000,0.7,0.0,io,1500
139,2,46,1,15000,1.25,0.0,iv,1500
139,2,47,1,28000,0.5,0.0,io,1500
139,2,48,2,1500,0.4,0.4,io,1500
139,2,49,2,1500,0.8,0.6,iv,1500
139,2,50,2,1500,0.5,0.3,ia,1500
139,2,51,2,3000,0.3,0.0,iv,1500
139,2,52,2,3000,0.3,0.0,ia,1500
139,2,53,2,4500,0.5,0.0,iv,1500
139,2,54,2,4500,0.5,0.0,ia,1500
139,2,55,2,6300,0.8,0.0,io,1500
139,2,56,2,6000,1.85,0.3,iv,1500
139,2,57,2,6000,1.9,0.45,ia,1500
139,2,58,2,7500,0.5,0.0,iv,1500
139,2,59,2,9000,0.4,0.0,iv,1500
139,2,60,2,16000,0.75,0.5,io,1500
139,2,61,3,30000,4.5,0.0,ma,1500
137,2,0,1,0,3.0,4.5,ao,1500
137,2,1,1,0,6.0,6.5,av,1500
137,2,2,1,0,1.0,1.7,vo,1500
137,2,3,1,0,1.4,2.2,vv,1500
137,2,4,3,0,21.0,13.0,ao,1500
137,2,5,3,0,27.0,21.0,av,1500
137,2,6,3,0,3.0,2.0,vo,1500
137,2,7,3,0,5.5,2.4,vv,1500
137,2,8,2,0,11.0,10.5,ao,1500
137,2,9,2,0,12.0,15.0,av,1500
137,2,10,2,0,6.5,6.5,aa,1500
137,2,11,2,0,1.3,1.9,vo,1500
137,2,12,2,0,1.6,2.45,vv,1500
137,2,13,2,0,1.15,1.2,va,1500
137,2,14,4,0,11.0,3.5,ao,1500
137,2,15,4,0,13.0,5.5,av,1500
137,2,16,4,0,11.0,2.5,aa,1500
137,2,17,4,0,5.2,1.2,vo,1500
137,2,18,4,0,8.05,1.3,vv,1500
137,2,19,4,0,6.5,0.8,va,1500
137,2,20,1,1500,0.3,0.3,iv,1500
137,2,21,3,24000,1.1,0.0,io,1500
137,2,22,3,24000,1.9,0.6,iv,1500
137,2,23,3,30000,0.9,0.6,io,1500
137,2,24,3,31000,4.2,0.0,iv,1500
137,2,25,3,38000,0.85,0.0,iv,1500
137,2,26,3,45000,0.45,0.0,io,1500
137,2,27,4,1500,0.7,0.0,io,1500
137,2,28,4,1500,0.7,0.3,iv,1500
137,2,29,4,1500,0.4,0.0,ia,1500
137,2,30,4,7500,2.6,0.0,iv,1500
137,2,31,4,7500,3.4,0.0,ia,1500
137,2,32,4,13000,1.1,0.0,io,1500
137,2,33,4,15000,1.2,0.0,iv,1500
137,2,34,4,15000,1.0,0.0,ia,1500
137,2,35,4,21000,2.35,0.0,io,1500
137,2,36,4,24000,3.2,0.0,io,1500
137,2,37,4,24000,3.25,0.0,iv,1500
137,2,38,4,24000,2.1,0.0,ia,1500
137,2,39,4,30000,4.75,0.0,iv,1500
137,2,40,4,30000,3.75,0.0,ia,1500
137,2,41,4,38000,1.4,0.0,ia,1500
137,2,42,4,45000,0.8,0.0,io,1500
137,2,43,1,6000,0.5,0.0,io,1500
137,2,44,1,7500,0.7,0.95,iv,1500
137,2,45,1,15000,0.5,0.7,io,1500
137,2,46,1,10500,0.7,0.0,iv,1500
137,2,47,1,20000,0.4,0.5,io,1500
137,2,48,2,1500,0.9,0.7,io,1500
137,2,49,2,1500,1.0,0.8,iv,1500
137,2,50,2,1500,0.5,0.4,ia,1500
137,2,51,2,3000,0.4,0.0,iv,1500
137,2,52,2,6000,0.35,0.65,io,1500
137,2,53,2,7500,0.7,0.9,iv,1500
137,2,54,2,7500,0.5,0.7,ia,1500
137,2,55,2,30000,0.9,1.1,iv,1500
137,2,56,2,30000,0.65,0.0,ia,1500
137,2,57,3,1500,1.5,1.2,io,1500
137,2,58,3,1500,2.0,1.6,iv,1500
137,2,59,3,7500,0.5,0.0,io,1500
137,2,60,3,7500,1.5,0.0,iv,1500
137,2,61,3,13000,0.5,0.0,iv,1500
137,2,62,3,15000,0.5,0.0,io,1500
137,2,63,4,30000,4.75,0.0,ma,1500
33,1,0,2,0,13.0,0.0,ao,3000
33,1,1,2,0,32.5,0.0,aa,3000
33,1,2,2,0,3.3,0.0,vo,3000
33,1,3,2,0,5.25,0.0,va,3000
33,1,4,3,0,65.0,0.0,ao,3000
33,1,5,3,0,12.5,0.0,aa,3000
33,1,6,3,0,9.5,0.0,vo,3000
33,1,7,3,0,4.25,0.0,va,3000
33,1,8,1,0,12.5,0.0,ao,3000
33,1,9,1,0,2.8,0.0,vo,3000
33,1,10,4,0,22.5,0.0,ao,3000
33,1,11,1,6000,2.2,0.0,io,3000
33,1,12,2,3000,1.5,0.0,io,3000
33,1,13,2,3000,4.5,0.0,ia,3000
33,1,14,2,6000,2.9,0.0,io,3000
33,1,15,2,6000,0.6,0.0,ia,3000
33,1,16,1,3000,0.9,0.0,io,3000
33,1,17,2,18000,0.3,0.0,ia,3000
33,1,18,3,30000,0.9,0.0,ia,3000
33,1,19,3,3000,6.5,0.0,io,3000
33,1,20,3,3000,3.25,0.0,ia,3000
33,1,21,3,6000,0.85,0.0,io,3000
33,1,22,3,6000,0.6,0.0,ia,3000
33,1,23,3,9000,1.3,0.0,io,3000
33,1,24,3,15000,0.6,0.0,io,3000
33,1,25,3,3000,6.5,0.0,ma,3000
93,2,0,2,0,6.5,0.0,ao,1500
93,2,1,2,0,7.5,0.0,av,1500
93,2,2,2,0,6.0,0.0,aa,1500
93,2,3,2,0,2.65,0.0,vo,1500
93,2,4,2,0,1.75,0.0,vv,1500
93,2,5,2,0,2.35,0.0,va,1500
93,2,6,3,0,6.0,0.0,ao,1500
93,2,7,3,0,26.0,0.0,av,1500
93,2,8,3,0,4.2,0.0,vo,1500
93,2,9,3,0,20.0,0.0,vv,1500
93,2,10,1,0,4.5,0.0,ao,1500
93,2,11,1,0,6.0,0.0,av,1500
93,2,12,1,0,2.1,0.0,vo,1500
93,2,13,1,0,2.25,0.0,vv,1500
93,2,14,4,0,10.0,0.0,ao,1500
93,2,15,4,0,43.0,0.0,av,1500
93,2,16,4,0,11.0,0.0,aa,1500
93,2,17,4,0,7.5,0.0,vo,1500
93,2,18,4,0,27.0,0.0,vv,1500
93,2,19,4,0,7.0,0.0,va,1500
93,2,20,3,15000,1.4,0.0,io,1500
93,2,21,3,15000,8.5,0.0,iv,1500
93,2,22,4,21000,1.9,0.0,io,1500
93,2,23,4,21000,1.1,0.0,ia,1500
93,2,24,4,15000,3.5,0.0,io,1500
93,2,25,4,15000,21.5,0.0,iv,1500
93,2,26,4,15000,2.25,0.0,ia,1500
93,2,27,4,7500,2.4,0.0,io,1500
93,2,28,4,7500,9.0,0.0,iv,1500
93,2,29,4,7500,4.0,0.0,ia,1500
93,2,30,1,9000,1.1,0.0,iv,1500
93,2,31,3,29000,9.0,0.0,iv,1500
93,2,32,1,6000,0.95,0.0,iv,1500
93,2,33,3,28000,2.65,0.0,io,1500
93,2,34,3,21000,7.5,0.0,iv,1500
93,2,35,3,9000,0.5,0.0,io,1500
93,2,36,3,7500,0.85,0.0,io,1500
93,2,37,3,7500,6.5,0.0,iv,1500
93,2,38,2,25000,0.9,0.0,io,1500
93,2,39,2,24000,0.7,0.0,ia,1500
93,2,40,2,15000,0.85,0.0,io,1500
93,2,41,2,15000,0.5,0.0,ia,1500
93,2,42,2,10500,0.85,0.0,io,1500
93,2,43,2,7500,0.9,0.0,io,1500
93,2,44,2,7500,0.55,0.0,ia,1500
93,2,45,2,6000,0.75,0.0,io,1500
93,2,46,2,6000,1.0,0.0,iv,1500
93,2,47,2,6000,0.6,0.0,ia,1500
93,2,48,2,3000,0.45,0.0,iv,1500
93,2,49,2,1500,0.4,0.0,iv,1500
93,2,50,1,15000,0.55,0.0,io,1500
93,2,51,1,10500,0.75,0.0,io,1500
93,2,52,1,7500,1.1,0.0,io,1500
93,2,53,1,7500,1.0,0.0,iv,1500
93,2,54,4,31000,6.5,0.0,iv,1500
93,2,55,4,30000,1.9,0.0,ia,1500
93,2,56,4,15000,21.5,0.0,ma,1500
58,4,0,2,0,1.75,0.0,ao,3000
58,4,1,2,0,1.75,0.0,av,3000
58,4,2,2,0,90.0,0.0,aa,3000
58,4,3,2,0,0.6,0.0,vo,3000
58,4,4,2,0,0.4,0.0,vv,3000
58,4,5,2,0,14.0,0.0,va,3000
58,4,6,1,0,14.0,0.0,ao,3000
58,4,7,1,0,65.0,0.0,av,3000
58,4,8,1,0,2.75,0.0,vo,3000
58,4,9,1,0,10.5,0.0,vv,3000
58,4,10,1,6000,2.1,0.0,io,3000
58,4,11,1,6000,0.85,0.0,iv,3000
58,4,12,1,3000,1.4,0.0,io,3000
58,4,13,1,3000,10.5,0.0,iv,3000
58,4,14,1,27000,0.45,0.0,io,3000
58,4,15,2,6000,0.9,0.0,ia,3000
